customer_id,age,income,occupation,marital_status,children,risk_score,customer_preferences,insurance_type,insurance_premium,policy_recommendation,purchase_probability
1067,45,148824,Teacher,Married,2,0.27,balanced,life,943.95,standard coverage,0.14
1068,30,113243,Doctor,Single,0,0.62,balanced,health,513.02,standard coverage,0.36
1069,53,142563,Business,Married,3,0.08,comprehensive coverage,vehicle,1331.19,standard coverage,0.05
1070,18,51264,Lawyer,Single,2,0.18,balanced,life,1849.01,standard coverage,0.11
1071,60,61027,Freelancer,Married,3,0.2,budget-friendly,vehicle,1374.81,basic coverage,0.19
1072,26,143962,Lawyer,Married,0,0.67,comprehensive coverage,vehicle,1438.03,full coverage,0.51
1073,66,103494,Doctor,Married,2,0.35,comprehensive coverage,life,755.07,standard coverage,0.25
1074,37,58672,Teacher,Divorced,3,0.28,balanced,vehicle,1546.28,standard coverage,0.15
1075,60,56716,Doctor,Single,0,0.03,comprehensive coverage,life,460.87,standard coverage,0.03
1076,59,95816,Business,Single,1,0.09,comprehensive coverage,life,1282.31,standard coverage,0.05
1077,34,115509,Business,Divorced,0,0.55,balanced,vehicle,827.27,standard coverage,0.51
1078,20,48889,Engineer,Married,3,0.63,comprehensive coverage,health,606.45,full coverage,0.37
1079,68,34583,Teacher,Divorced,3,0.74,comprehensive coverage,health,3370.35,full coverage,0.55
1080,49,94309,Lawyer,Divorced,1,0.5,budget-friendly,vehicle,460.41,basic coverage,0.34
1081,52,30406,Freelancer,Married,1,0.27,budget-friendly,life,2270.92,basic coverage,0.26
1082,23,47682,Business,Married,2,0.29,balanced,life,2482.15,standard coverage,0.29
1083,69,79079,Business,Single,3,0.65,comprehensive coverage,vehicle,2390.71,full coverage,0.59
1084,23,134372,Teacher,Divorced,0,0.43,balanced,vehicle,2771.37,standard coverage,0.35
1085,42,116942,Doctor,Married,2,0.16,comprehensive coverage,life,1814.78,standard coverage,0.12
1086,45,136982,Engineer,Single,0,0.0,comprehensive coverage,life,523.65,standard coverage,0.0
1087,56,110998,Freelancer,Married,0,0.26,comprehensive coverage,life,1517.35,standard coverage,0.21
1088,18,63573,Business,Single,3,0.76,comprehensive coverage,vehicle,2628.27,full coverage,0.63
1089,57,39618,Engineer,Single,2,0.66,balanced,health,2104.17,standard coverage,0.64
1090,33,74138,Lawyer,Single,3,0.1,comprehensive coverage,vehicle,1053.58,standard coverage,0.08
1091,37,82608,Engineer,Married,0,0.44,comprehensive coverage,vehicle,1144.02,standard coverage,0.41
1092,41,105128,Business,Married,3,0.14,comprehensive coverage,life,2095.75,standard coverage,0.1
1093,32,40417,Freelancer,Single,2,0.47,comprehensive coverage,vehicle,2536.82,standard coverage,0.36
1094,68,91537,Doctor,Divorced,1,0.11,budget-friendly,life,1930.98,basic coverage,0.11
1095,27,69481,Freelancer,Divorced,1,0.68,balanced,health,1494.77,standard coverage,0.59
1096,29,71296,Business,Divorced,0,0.58,comprehensive coverage,vehicle,1541.63,standard coverage,0.56
1097,54,143567,Lawyer,Single,2,0.26,comprehensive coverage,vehicle,2463.82,standard coverage,0.15
1098,52,67473,Engineer,Divorced,0,0.99,comprehensive coverage,health,3514.63,full coverage,0.6
1099,44,55312,Doctor,Married,1,0.59,balanced,vehicle,2225.92,standard coverage,0.38
1100,30,135387,Freelancer,Divorced,0,0.27,balanced,life,960.88,standard coverage,0.25
1101,47,112170,Doctor,Single,1,0.36,budget-friendly,life,1163.4,basic coverage,0.25
1102,68,109772,Freelancer,Single,3,0.92,budget-friendly,home,2827.91,standard coverage,0.47
1103,20,78629,Engineer,Divorced,3,0.2,comprehensive coverage,vehicle,332.81,standard coverage,0.13
1104,69,51860,Engineer,Single,3,0.2,comprehensive coverage,vehicle,2229.54,standard coverage,0.11
1105,52,97799,Engineer,Married,1,0.57,comprehensive coverage,health,1204.71,standard coverage,0.5
1106,65,48863,Lawyer,Single,3,0.33,comprehensive coverage,vehicle,1024.59,standard coverage,0.22
1107,29,140415,Doctor,Married,3,0.3,comprehensive coverage,vehicle,262.74,standard coverage,0.25
1108,67,148476,Business,Divorced,1,0.41,comprehensive coverage,vehicle,1958.03,standard coverage,0.28
1109,46,74166,Lawyer,Married,2,0.83,comprehensive coverage,health,2077.13,full coverage,0.8
1110,47,100699,Engineer,Married,2,0.84,budget-friendly,home,1966.66,standard coverage,0.53
1111,39,75727,Engineer,Married,1,0.67,comprehensive coverage,vehicle,1605.65,full coverage,0.53
1112,34,134296,Freelancer,Divorced,3,0.58,budget-friendly,vehicle,1157.63,basic coverage,0.46
1113,44,94202,Business,Married,1,0.02,balanced,life,981.15,standard coverage,0.02
1114,39,68815,Freelancer,Married,1,0.57,comprehensive coverage,vehicle,327.99,standard coverage,0.35
1115,66,54650,Business,Married,1,0.95,comprehensive coverage,life,1440.16,full coverage,0.63
1116,66,112771,Business,Single,2,0.84,balanced,home,3433.77,standard coverage,0.51
1117,24,82408,Teacher,Married,2,0.14,balanced,vehicle,1916.26,standard coverage,0.07
1118,63,86225,Lawyer,Married,2,0.97,balanced,home,2631.23,standard coverage,0.8
1119,28,44574,Teacher,Divorced,3,0.22,balanced,vehicle,2062.97,standard coverage,0.22
1120,33,108449,Business,Single,2,0.12,balanced,vehicle,1317.22,standard coverage,0.1
1121,53,39916,Doctor,Married,0,0.29,budget-friendly,vehicle,479.2,basic coverage,0.26
1122,68,129389,Lawyer,Divorced,0,0.14,balanced,vehicle,1174.48,standard coverage,0.07
1123,39,145670,Teacher,Single,2,0.22,balanced,life,2272.61,standard coverage,0.19
1124,57,141580,Freelancer,Married,3,0.31,comprehensive coverage,vehicle,414.91,standard coverage,0.24
1125,54,147067,Freelancer,Married,0,0.59,budget-friendly,vehicle,2425.88,basic coverage,0.38
1126,20,64974,Engineer,Married,1,0.61,budget-friendly,vehicle,2350.23,standard coverage,0.49
1127,52,34382,Lawyer,Single,0,0.53,balanced,health,1196.72,standard coverage,0.45
1128,66,67387,Doctor,Single,2,0.3,budget-friendly,vehicle,2288.06,basic coverage,0.29
1129,55,103506,Doctor,Divorced,3,0.95,comprehensive coverage,health,2713.21,full coverage,0.57
1130,59,121113,Business,Married,3,0.3,balanced,life,770.69,standard coverage,0.25
1131,58,74022,Business,Married,2,0.4,comprehensive coverage,vehicle,1893.15,standard coverage,0.31
1132,55,32360,Engineer,Single,1,0.42,balanced,vehicle,2399.73,standard coverage,0.33
1133,41,127960,Freelancer,Married,2,0.02,balanced,vehicle,1814.54,standard coverage,0.01
1134,51,87370,Doctor,Married,2,0.43,budget-friendly,vehicle,2730.09,basic coverage,0.31
1135,52,42174,Business,Single,2,0.34,comprehensive coverage,vehicle,384.81,standard coverage,0.28
1136,28,105229,Teacher,Divorced,3,0.07,budget-friendly,life,518.29,basic coverage,0.04
1137,32,120019,Freelancer,Married,2,0.81,budget-friendly,life,916.31,standard coverage,0.5
1138,31,121501,Business,Divorced,3,0.71,balanced,vehicle,1080.16,standard coverage,0.57
1139,62,118471,Engineer,Divorced,2,0.28,comprehensive coverage,life,1833.89,standard coverage,0.24
1140,34,122497,Engineer,Single,2,0.26,comprehensive coverage,vehicle,1197.6,standard coverage,0.16
1141,38,124615,Teacher,Single,0,0.9,comprehensive coverage,home,792.48,full coverage,0.72
1142,45,124175,Lawyer,Single,2,0.19,budget-friendly,vehicle,2325.9,basic coverage,0.14
1143,60,31099,Doctor,Single,1,0.87,comprehensive coverage,home,714.22,full coverage,0.51
1144,55,132474,Engineer,Single,3,0.08,comprehensive coverage,vehicle,1928.6,standard coverage,0.04
1145,39,50738,Doctor,Divorced,3,0.84,balanced,life,1490.41,standard coverage,0.75
1146,51,47922,Teacher,Divorced,0,0.54,comprehensive coverage,health,649.8,standard coverage,0.35
1147,18,69196,Teacher,Divorced,2,0.78,comprehensive coverage,health,523.97,full coverage,0.44
1148,40,148175,Lawyer,Single,0,0.09,balanced,life,1148.53,standard coverage,0.07
1149,49,106853,Freelancer,Single,3,0.42,balanced,life,1341.47,standard coverage,0.28
1150,21,56021,Engineer,Married,2,0.45,comprehensive coverage,vehicle,1563.07,standard coverage,0.23
1151,58,94734,Teacher,Married,2,0.52,balanced,health,2132.1,standard coverage,0.51
1152,60,140007,Business,Divorced,0,0.63,comprehensive coverage,health,1122.56,full coverage,0.53
1153,23,59504,Doctor,Divorced,0,0.39,budget-friendly,vehicle,281.86,basic coverage,0.23
1154,33,51220,Doctor,Single,1,0.45,budget-friendly,life,1696.25,basic coverage,0.24
1155,27,35780,Freelancer,Married,0,0.37,balanced,life,400.89,standard coverage,0.28
1156,52,103453,Business,Divorced,2,0.7,balanced,health,2841.47,standard coverage,0.7
1157,41,72536,Doctor,Single,2,0.91,balanced,health,3161.26,standard coverage,0.62
1158,27,94233,Freelancer,Married,3,0.11,balanced,life,463.15,standard coverage,0.1
1159,29,92995,Freelancer,Married,1,0.29,comprehensive coverage,life,2470.01,standard coverage,0.25
1160,50,142885,Business,Married,3,0.22,comprehensive coverage,vehicle,1128.25,standard coverage,0.14
1161,44,115563,Freelancer,Divorced,0,0.94,comprehensive coverage,life,2340.23,full coverage,0.49
1162,42,46074,Doctor,Divorced,3,0.59,balanced,vehicle,2465.45,standard coverage,0.56
1163,27,121066,Teacher,Married,0,0.14,budget-friendly,life,618.19,basic coverage,0.13
1164,42,132857,Lawyer,Single,1,0.4,comprehensive coverage,life,306.96,standard coverage,0.34
1165,49,103910,Freelancer,Divorced,0,0.47,budget-friendly,life,2247.01,basic coverage,0.46
1166,59,32306,Engineer,Single,0,0.62,comprehensive coverage,vehicle,2630.09,full coverage,0.6
1167,43,37803,Engineer,Single,0,0.22,comprehensive coverage,life,1692.42,standard coverage,0.13
1168,21,132383,Engineer,Married,0,0.5,balanced,life,1979.26,standard coverage,0.38
1169,26,86181,Engineer,Married,2,0.8,balanced,health,3283.6,standard coverage,0.48
1170,44,112189,Engineer,Single,0,0.66,budget-friendly,vehicle,2971.37,standard coverage,0.62
1171,26,100444,Business,Single,1,0.1,budget-friendly,vehicle,408.41,basic coverage,0.05
1172,61,32398,Teacher,Married,1,0.91,balanced,life,1076.02,standard coverage,0.77
1173,43,89106,Lawyer,Divorced,3,0.34,balanced,vehicle,1820.06,standard coverage,0.28
1174,28,84459,Engineer,Divorced,3,0.42,budget-friendly,vehicle,490.82,basic coverage,0.26
1175,55,130853,Doctor,Divorced,1,0.69,balanced,health,2002.18,standard coverage,0.66
1176,49,68064,Freelancer,Married,0,0.46,comprehensive coverage,life,658.87,standard coverage,0.37
1177,47,78520,Doctor,Married,2,0.59,comprehensive coverage,health,3024.22,standard coverage,0.56
1178,56,119525,Lawyer,Married,1,0.48,balanced,vehicle,1337.61,standard coverage,0.35
1179,26,47221,Freelancer,Married,1,0.31,balanced,life,808.92,standard coverage,0.28
1180,28,125229,Engineer,Married,2,0.44,budget-friendly,life,2246.85,basic coverage,0.4
1181,40,94860,Engineer,Single,1,0.31,balanced,vehicle,746.71,standard coverage,0.26
1182,34,62563,Teacher,Single,0,0.45,balanced,vehicle,2523.78,standard coverage,0.32
1183,49,107293,Doctor,Married,3,0.2,comprehensive coverage,vehicle,2025.49,standard coverage,0.19
1184,28,108910,Doctor,Married,1,0.06,balanced,vehicle,698.11,standard coverage,0.05
1185,39,31780,Business,Married,0,0.7,balanced,vehicle,1357.05,standard coverage,0.43
1186,67,144867,Freelancer,Single,2,0.13,comprehensive coverage,life,294.68,standard coverage,0.09
1187,49,72517,Doctor,Single,2,0.82,balanced,health,1343.59,standard coverage,0.47
1188,26,92774,Engineer,Divorced,1,0.36,budget-friendly,life,671.8,basic coverage,0.18
1189,34,118688,Engineer,Single,0,0.25,balanced,vehicle,330.14,standard coverage,0.13
1190,42,108957,Doctor,Divorced,3,0.41,budget-friendly,life,2695.31,basic coverage,0.23
1191,33,94002,Business,Divorced,2,0.15,comprehensive coverage,life,2180.18,standard coverage,0.1
1192,63,58929,Freelancer,Married,1,0.85,comprehensive coverage,home,2449.69,full coverage,0.82
1193,50,142314,Lawyer,Married,1,0.17,comprehensive coverage,life,1210.54,standard coverage,0.13
1194,19,108363,Freelancer,Divorced,1,0.49,balanced,vehicle,1555.94,standard coverage,0.46
1195,60,93908,Doctor,Married,2,0.16,comprehensive coverage,life,1552.99,standard coverage,0.08
1196,56,97012,Lawyer,Divorced,0,0.05,balanced,vehicle,675.57,standard coverage,0.04
1197,59,136173,Doctor,Married,3,0.8,budget-friendly,health,2586.23,standard coverage,0.61
1198,29,53839,Lawyer,Single,3,0.56,balanced,health,386.96,standard coverage,0.32
1199,60,79616,Engineer,Married,0,0.08,balanced,life,1484.07,standard coverage,0.05
1200,51,39290,Engineer,Divorced,0,0.89,balanced,home,2142.34,standard coverage,0.51
1201,42,38293,Lawyer,Divorced,3,0.39,comprehensive coverage,vehicle,2017.77,standard coverage,0.24
1202,31,96046,Teacher,Single,1,0.43,balanced,life,1862.8,standard coverage,0.22
1203,26,101970,Freelancer,Divorced,3,0.49,balanced,vehicle,984.32,standard coverage,0.32
1204,47,41822,Engineer,Single,0,0.22,comprehensive coverage,life,1424.46,standard coverage,0.22
1205,29,117953,Freelancer,Single,2,0.55,budget-friendly,health,2151.82,basic coverage,0.45
1206,27,129875,Business,Single,1,0.25,budget-friendly,life,286.44,basic coverage,0.19
1207,41,136130,Business,Single,2,0.84,balanced,home,3574.35,standard coverage,0.65
1208,51,56746,Lawyer,Divorced,3,0.83,budget-friendly,home,1604.32,standard coverage,0.66
1209,29,35784,Freelancer,Single,2,0.48,budget-friendly,life,1020.59,basic coverage,0.42
1210,43,100061,Teacher,Divorced,3,0.53,balanced,vehicle,2269.22,standard coverage,0.48
1211,49,60011,Business,Single,2,0.99,budget-friendly,life,3222.15,standard coverage,0.51
1212,52,129448,Engineer,Married,0,0.8,budget-friendly,vehicle,1713.65,standard coverage,0.47
1213,30,52759,Doctor,Divorced,3,0.06,comprehensive coverage,vehicle,1366.45,standard coverage,0.03
1214,36,103310,Freelancer,Single,1,0.17,comprehensive coverage,life,790.28,standard coverage,0.12
1215,30,119110,Doctor,Married,1,0.6,balanced,vehicle,2342.95,standard coverage,0.38
1216,39,62633,Freelancer,Single,2,0.37,comprehensive coverage,vehicle,1500.75,standard coverage,0.34
1217,65,95997,Engineer,Single,1,0.8,balanced,health,811.96,standard coverage,0.56
1218,40,142290,Freelancer,Married,1,0.64,budget-friendly,vehicle,2753.08,standard coverage,0.59
1219,18,106364,Teacher,Married,0,0.99,budget-friendly,health,3621.4,standard coverage,0.85
1220,25,86246,Lawyer,Single,1,0.01,comprehensive coverage,life,829.39,standard coverage,0.01
1221,62,59987,Engineer,Married,2,0.44,comprehensive coverage,vehicle,1250.46,standard coverage,0.43
1222,56,100359,Doctor,Single,1,0.41,budget-friendly,vehicle,2241.61,basic coverage,0.37
1223,51,141200,Lawyer,Divorced,3,0.43,budget-friendly,life,2490.03,basic coverage,0.37
1224,30,57504,Teacher,Single,3,0.89,budget-friendly,life,2163.62,standard coverage,0.79
1225,61,136694,Freelancer,Divorced,3,0.41,budget-friendly,life,2476.98,basic coverage,0.29
1226,66,134584,Business,Married,2,0.8,budget-friendly,vehicle,419.43,standard coverage,0.44
1227,58,74401,Freelancer,Married,1,0.63,balanced,vehicle,809.58,standard coverage,0.44
1228,27,120132,Doctor,Single,2,0.49,budget-friendly,vehicle,2614.79,basic coverage,0.37
1229,20,136655,Teacher,Married,3,0.69,comprehensive coverage,vehicle,2382.29,full coverage,0.38
1230,45,81521,Engineer,Single,3,0.23,budget-friendly,vehicle,1664.99,basic coverage,0.16
1231,44,144987,Teacher,Single,2,0.14,comprehensive coverage,life,1573.3,standard coverage,0.13
1232,38,92072,Teacher,Single,1,0.97,balanced,home,786.97,standard coverage,0.55
1233,28,123656,Lawyer,Divorced,2,0.39,comprehensive coverage,life,2440.25,standard coverage,0.32
1234,41,57328,Doctor,Divorced,0,0.3,balanced,life,488.68,standard coverage,0.28
1235,29,114426,Doctor,Divorced,0,0.27,balanced,vehicle,721.45,standard coverage,0.23
1236,24,72319,Teacher,Married,2,0.62,balanced,health,2477.71,standard coverage,0.37
1237,59,139270,Engineer,Divorced,2,1.0,budget-friendly,home,1261.5,standard coverage,0.7
1238,49,114634,Teacher,Divorced,2,0.89,budget-friendly,health,3113.12,standard coverage,0.69
1239,27,40255,Freelancer,Married,1,0.4,budget-friendly,life,2110.72,basic coverage,0.23
1240,45,40541,Freelancer,Married,3,0.9,budget-friendly,home,2918.55,standard coverage,0.57
1241,43,121494,Freelancer,Divorced,0,0.46,balanced,vehicle,1403.85,standard coverage,0.38
1242,46,89079,Engineer,Divorced,1,0.11,budget-friendly,vehicle,1338.95,basic coverage,0.1
1243,44,59615,Freelancer,Divorced,1,0.19,balanced,life,1195.87,standard coverage,0.18
1244,69,140144,Freelancer,Divorced,3,0.24,comprehensive coverage,vehicle,1898.85,standard coverage,0.15
1245,27,81218,Lawyer,Divorced,0,0.92,budget-friendly,life,803.04,standard coverage,0.71
1246,21,57225,Doctor,Married,1,0.98,comprehensive coverage,health,2015.91,full coverage,0.8
1247,59,72532,Doctor,Married,3,0.23,balanced,vehicle,1999.14,standard coverage,0.2
1248,39,117737,Doctor,Married,1,0.4,budget-friendly,vehicle,835.34,basic coverage,0.33
1249,27,121574,Freelancer,Single,0,0.98,budget-friendly,home,1953.54,standard coverage,0.87
1250,21,77412,Doctor,Married,2,0.85,comprehensive coverage,health,1339.17,full coverage,0.6
1251,24,44382,Lawyer,Married,1,0.44,balanced,vehicle,1447.69,standard coverage,0.33
1252,67,42418,Teacher,Divorced,1,0.45,balanced,vehicle,421.61,standard coverage,0.26
1253,40,32135,Doctor,Single,1,0.88,balanced,health,1984.07,standard coverage,0.45
1254,20,42629,Business,Single,0,0.03,comprehensive coverage,life,959.95,standard coverage,0.02
1255,41,126317,Freelancer,Married,2,0.93,comprehensive coverage,life,3642.92,full coverage,0.79
1256,64,142768,Engineer,Divorced,2,0.09,balanced,life,716.26,standard coverage,0.06
1257,54,42326,Engineer,Single,1,0.9,budget-friendly,health,1265.93,standard coverage,0.79
1258,47,109688,Doctor,Married,1,0.06,budget-friendly,vehicle,499.27,basic coverage,0.03
1259,58,68048,Engineer,Divorced,3,0.97,balanced,health,1279.4,standard coverage,0.64
1260,69,141382,Engineer,Single,1,0.01,comprehensive coverage,vehicle,1917.06,standard coverage,0.01
1261,29,74705,Lawyer,Married,3,0.96,balanced,life,2605.77,standard coverage,0.84
1262,38,92512,Engineer,Divorced,3,0.06,comprehensive coverage,vehicle,241.74,standard coverage,0.04
1263,65,126892,Lawyer,Married,0,0.13,balanced,life,296.04,standard coverage,0.08
1264,60,49760,Freelancer,Married,1,0.96,balanced,life,487.21,standard coverage,0.76
1265,34,87737,Engineer,Single,1,0.79,balanced,health,1173.42,standard coverage,0.78
1266,20,46735,Freelancer,Married,0,0.84,budget-friendly,health,558.61,standard coverage,0.44
1267,32,102513,Freelancer,Divorced,2,0.43,budget-friendly,life,458.64,basic coverage,0.35
1268,53,101750,Lawyer,Married,3,0.08,comprehensive coverage,vehicle,1067.11,standard coverage,0.07
1269,49,63751,Engineer,Divorced,2,0.15,comprehensive coverage,vehicle,245.89,standard coverage,0.14
1270,26,148594,Freelancer,Divorced,3,0.92,comprehensive coverage,home,440.9,full coverage,0.61
1271,57,54310,Business,Divorced,1,0.38,budget-friendly,life,1815.69,basic coverage,0.31
1272,67,90875,Teacher,Married,2,0.76,budget-friendly,health,2562.17,standard coverage,0.41
1273,39,128342,Lawyer,Married,0,0.69,budget-friendly,health,3273.01,standard coverage,0.38
1274,53,39315,Business,Divorced,3,0.47,comprehensive coverage,vehicle,1574.04,standard coverage,0.4
1275,49,105226,Teacher,Married,0,0.86,budget-friendly,home,2274.03,standard coverage,0.63
1276,22,46896,Teacher,Divorced,3,0.65,comprehensive coverage,vehicle,2089.8,full coverage,0.49
1277,58,132061,Business,Single,0,0.74,budget-friendly,vehicle,2691.57,standard coverage,0.69
1278,65,34771,Doctor,Single,0,0.84,balanced,health,1743.46,standard coverage,0.48
1279,21,97551,Doctor,Married,3,0.22,balanced,vehicle,2407.13,standard coverage,0.13
1280,65,53514,Freelancer,Divorced,0,0.29,balanced,life,1416.58,standard coverage,0.2
1281,22,126123,Lawyer,Divorced,3,0.76,balanced,health,756.49,standard coverage,0.52
1282,24,135131,Doctor,Divorced,2,0.83,comprehensive coverage,life,2828.78,full coverage,0.65
1283,28,56142,Lawyer,Married,2,0.6,comprehensive coverage,health,1816.13,standard coverage,0.43
1284,56,59792,Business,Single,2,0.99,budget-friendly,health,2726.34,standard coverage,0.64
1285,23,104349,Doctor,Married,2,0.88,budget-friendly,home,2115.7,standard coverage,0.82
1286,46,51177,Doctor,Single,3,0.8,comprehensive coverage,health,2468.51,full coverage,0.46
1287,68,93999,Engineer,Divorced,3,0.25,balanced,vehicle,1269.13,standard coverage,0.13
1288,34,96612,Freelancer,Single,1,0.33,balanced,vehicle,1201.3,standard coverage,0.19
1289,45,102152,Engineer,Single,1,0.36,comprehensive coverage,vehicle,734.34,standard coverage,0.27
1290,55,88982,Teacher,Married,0,0.09,comprehensive coverage,vehicle,868.85,standard coverage,0.07
1291,36,142476,Engineer,Divorced,1,0.73,balanced,health,462.97,standard coverage,0.42
1292,66,140776,Freelancer,Married,3,0.41,balanced,vehicle,1540.7,standard coverage,0.32
1293,61,148984,Business,Divorced,1,0.62,comprehensive coverage,vehicle,1579.46,full coverage,0.32
1294,29,44413,Lawyer,Divorced,2,0.71,balanced,health,697.79,standard coverage,0.58
1295,62,81447,Lawyer,Divorced,1,0.01,comprehensive coverage,vehicle,1223.95,standard coverage,0.01
1296,55,121569,Freelancer,Married,3,0.05,balanced,life,1896.79,standard coverage,0.04
1297,36,118836,Engineer,Married,3,0.34,comprehensive coverage,vehicle,1501.02,standard coverage,0.33
1298,50,92259,Freelancer,Divorced,0,0.66,budget-friendly,vehicle,477.57,standard coverage,0.47
1299,62,112832,Engineer,Single,3,0.48,budget-friendly,vehicle,1403.55,basic coverage,0.33
1300,22,115637,Lawyer,Divorced,1,0.94,balanced,health,3573.81,standard coverage,0.57
1301,18,89844,Teacher,Single,3,0.26,budget-friendly,vehicle,2412.13,basic coverage,0.17
1302,52,136076,Freelancer,Married,2,0.1,balanced,life,1895.18,standard coverage,0.06
1303,52,88873,Freelancer,Married,1,0.11,balanced,life,1083.15,standard coverage,0.06
1304,64,65196,Doctor,Single,1,0.23,comprehensive coverage,life,1085.9,standard coverage,0.16
1305,64,105611,Teacher,Married,1,0.24,balanced,life,888.45,standard coverage,0.13
1306,48,33004,Business,Married,1,0.38,budget-friendly,vehicle,631.54,basic coverage,0.31
1307,53,94905,Business,Single,3,0.56,budget-friendly,vehicle,2841.25,basic coverage,0.41
1308,57,126662,Doctor,Married,2,0.25,comprehensive coverage,life,1777.64,standard coverage,0.15
1309,52,55456,Doctor,Single,2,0.52,comprehensive coverage,vehicle,2552.41,standard coverage,0.26
1310,57,135652,Teacher,Single,3,0.48,comprehensive coverage,vehicle,561.59,standard coverage,0.38
1311,29,112236,Lawyer,Divorced,0,0.31,budget-friendly,life,666.73,basic coverage,0.17
1312,35,116674,Doctor,Married,0,0.43,balanced,vehicle,375.13,standard coverage,0.43
1313,45,144307,Teacher,Divorced,2,0.38,budget-friendly,vehicle,1384.74,basic coverage,0.28
1314,30,106717,Freelancer,Single,0,0.95,budget-friendly,home,1916.6,standard coverage,0.73
1315,47,128975,Teacher,Married,2,0.07,comprehensive coverage,life,1819.16,standard coverage,0.07
1316,57,74883,Lawyer,Married,0,0.77,balanced,vehicle,447.68,standard coverage,0.75
1317,34,43613,Freelancer,Single,0,0.31,comprehensive coverage,life,1480.58,standard coverage,0.3
1318,26,102539,Freelancer,Divorced,1,0.19,budget-friendly,vehicle,1825.16,basic coverage,0.14
1319,56,139877,Teacher,Single,2,0.87,budget-friendly,home,2521.9,standard coverage,0.53
1320,39,44332,Business,Married,0,0.47,balanced,life,2846.04,standard coverage,0.44
1321,32,111787,Lawyer,Single,0,0.51,balanced,vehicle,2694.25,standard coverage,0.32
1322,46,126982,Engineer,Divorced,1,0.42,balanced,vehicle,725.76,standard coverage,0.28
1323,33,70770,Teacher,Single,3,0.4,budget-friendly,life,1268.56,basic coverage,0.22
1324,37,92231,Doctor,Single,0,0.69,budget-friendly,health,2609.71,standard coverage,0.64
1325,42,70513,Doctor,Married,0,0.76,comprehensive coverage,vehicle,1686.86,full coverage,0.73
1326,57,116545,Lawyer,Single,0,0.79,balanced,health,1720.3,standard coverage,0.72
1327,41,79904,Doctor,Married,0,0.53,budget-friendly,health,892.09,basic coverage,0.35
1328,33,101597,Freelancer,Divorced,3,0.7,balanced,health,848.02,standard coverage,0.63
1329,68,120671,Doctor,Single,3,0.78,balanced,vehicle,2461.39,standard coverage,0.44
1330,33,110701,Engineer,Married,0,0.68,comprehensive coverage,vehicle,3323.7,full coverage,0.61
1331,42,130573,Doctor,Married,1,0.19,comprehensive coverage,life,2225.81,standard coverage,0.18
1332,63,67605,Lawyer,Single,0,0.71,balanced,vehicle,3009.41,standard coverage,0.44
1333,65,97226,Lawyer,Single,0,0.65,comprehensive coverage,vehicle,3242.81,full coverage,0.49
1334,18,50029,Business,Married,3,0.1,budget-friendly,life,578.38,basic coverage,0.08
1335,67,63125,Teacher,Married,0,0.65,balanced,health,1614.2,standard coverage,0.47
1336,67,31357,Teacher,Divorced,2,0.88,budget-friendly,health,849.17,standard coverage,0.56
1337,50,96368,Teacher,Divorced,3,0.41,budget-friendly,life,1489.33,basic coverage,0.3
1338,66,53859,Lawyer,Divorced,2,0.13,budget-friendly,life,400.14,basic coverage,0.11
1339,69,46384,Doctor,Single,0,0.61,budget-friendly,health,2286.01,standard coverage,0.43
1340,24,135393,Freelancer,Single,1,0.24,comprehensive coverage,vehicle,1242.74,standard coverage,0.2
1341,55,65367,Teacher,Divorced,0,0.55,balanced,vehicle,2744.27,standard coverage,0.29
1342,62,79735,Doctor,Single,3,0.67,balanced,vehicle,1028.49,standard coverage,0.51
1343,45,103872,Doctor,Single,2,0.51,balanced,vehicle,1373.04,standard coverage,0.48
1344,56,123184,Business,Single,2,0.31,comprehensive coverage,life,265.08,standard coverage,0.31
1345,45,53018,Teacher,Single,1,0.86,comprehensive coverage,health,1932.29,full coverage,0.67
1346,49,53019,Lawyer,Divorced,0,0.14,budget-friendly,life,398.84,basic coverage,0.11
1347,41,81916,Freelancer,Single,2,0.04,budget-friendly,vehicle,1952.64,basic coverage,0.03
1348,25,129229,Lawyer,Divorced,2,0.83,balanced,home,3500.48,standard coverage,0.51
1349,61,67698,Business,Divorced,1,0.03,comprehensive coverage,vehicle,1233.31,standard coverage,0.02
1350,49,140070,Teacher,Single,3,0.49,budget-friendly,life,1470.28,basic coverage,0.25
1351,45,50258,Doctor,Single,2,0.54,comprehensive coverage,health,1626.47,standard coverage,0.53
1352,65,98407,Teacher,Divorced,2,0.34,comprehensive coverage,life,1104.54,standard coverage,0.2
1353,20,122541,Lawyer,Single,1,0.28,budget-friendly,life,1262.7,basic coverage,0.22
1354,24,35005,Lawyer,Divorced,1,0.74,budget-friendly,vehicle,1917.86,standard coverage,0.39
1355,23,41495,Freelancer,Married,1,0.37,balanced,vehicle,2647.22,standard coverage,0.2
1356,46,138076,Lawyer,Married,3,0.12,budget-friendly,life,1031.05,basic coverage,0.11
1357,62,126085,Freelancer,Divorced,2,0.46,balanced,life,2268.42,standard coverage,0.37
1358,31,104016,Doctor,Married,2,0.73,budget-friendly,vehicle,2626.27,standard coverage,0.41
1359,62,71879,Freelancer,Divorced,3,0.31,budget-friendly,life,2523.73,basic coverage,0.23
1360,57,117748,Lawyer,Divorced,0,0.13,balanced,vehicle,329.01,standard coverage,0.09
1361,36,30952,Teacher,Single,3,0.34,budget-friendly,life,477.83,basic coverage,0.25
